job_id,job_title,rome_code,rome_label,contract_type,contract_label,contract_nature,experience_required,experience_label,date_creation,calculated_salary,job_location,experience_required_months
2062514,Ingénieur étude et développement informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-02-24,36647.2,75009,12
2096337,Développeuse / Développeur Fullstack JS F/H - Steeple (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-02-25,36647.2,35000,24
2188874,Développeur Python (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-02-27,36647.2,93200,12
2287325,Responsable projet etude amont f/h (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-02-29,36647.2,78140,0
2422477,Ingénieur / Ingénieure système réseau informatique (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-02,47885.51351351351,92100,0
2438904,Ingénieur recherche informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-03,36647.2,76800,0
2443067,Vendeur (H/F),D1212,Vendeur / Vendeuse en équipement de la maison,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-03,27500.0,13007,0
2463451,Concepteur ou conceptrice d'ensembles d'habillage f/h (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-03-03,36647.2,36100,0
2473684,Ingénieur cloud (h/f),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-03,47885.51351351351,33000,0
2463455,Ingénieur logiciel d'ihm cockpit expérimenté h/f,M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-03,48482.2,33000,0
2580304,Chef de projet (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-03-05,48482.2,59000,36
2716633,Administrateur Linux (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-07,35053.0,14000,0
2879211,Ingénieur devops (h/f),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-09,47885.51351351351,31000,0
2924091,Ingénieur cloud (f/h) (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-10,47885.51351351351,31000,0
3061601,Ingénieur étude et développement informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-03-12,36647.2,31280,36
3066495,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-03-12,26629.285714285714,57970,36
3040916,2024-84687 - Responsable de département Direction back-office entreprises (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-12,47710.666666666664,94800,0
3126637,TECHNICIEN ATELIER (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-03-13,29873.639344262294,55300,36
3101334,Ingénieur système amont / spécification fonctionnelle (f/h) (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-13,36647.2,78140,0
3097432,Responsable du cloud aws f/h (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-03-13,47885.51351351351,76700,0
3371858,Vendeur (H/F),D1212,Vendeur / Vendeuse en équipement de la maison,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-16,27500.0,75009,0
3361577,Consultant(e) expérimenté Métier Telecom H/F - 1Spatial - France,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),2024-03-16,36647.2,73370,60
3504177,Agent(e) de maintenance H/F,M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-19,35053.0,56700,0
3498812,TECHNICIEN DE MAINTENANCE INDUSTRIELLE ET TRAVAUX - TEMPS PLEIN H/F,M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-03-19,35053.0,10400,0
3554777,Developpeur logiciel f/h (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-03-19,48482.2,86000,0
3631908,Informaticien chargé / Informaticienne chargée d'étude (H/F),M1805,Développeur / Développeuse web,MIS,Mission intérimaire - 30 Jour(s),Contrat travail,D,Débutant accepté,2024-03-20,28056.0,45520,0
3596819,Programmeur FAO H/F,H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-03-20,26629.285714285714,81800,36
171NRHW,"Technicien de proximité informatique H/F, 31570 LANTA, CDI (H/F)",M1810,Technicien / Technicienne informatique,CDI,CDI,Contrat travail,D,Débutant accepté,2024-03-21,29873.639344262294,31570,0
3905117,Consultant JAVA (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-03-26,47710.666666666664,44000,12
3903046,TESTEUSE / TESTEUR LOGICIEL - TEMPS PLEIN H/F,H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-26,26629.285714285714,89100,0
3903047,GESTIONNAIRE DE LA CONNAISSANCE - TEMPS PLEIN H/F,M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-03-26,48482.2,89100,36
4074984,Gestionnaire de parc (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-03-28,29873.639344262294,83370,12
4066907,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-03-28,26629.285714285714,01600,12
4141696,Ingénieur-e r&d système temps-fréquence expérimenté-e   f/h (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-03-29,36647.2,35510,0
4142000,Installateur systèmes électriques aéronautiques (all gender) (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-03-29,26371.231884057972,44600,0
4141479,Architecte solution cloud f/h (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-03-29,47885.51351351351,78140,0
4251047,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-03-30,26629.285714285714,79140,12
172CZCS,Administrateur / Administratrice support système et réseaux (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,CDI,Contrat travail,E,3 An(s),2024-04-02,35000.0,40100,36
4512723,Technicien / Technicienne de hot line en informatique (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-04,26371.231884057972,75009,12
4490421,RTE Maîtrises & Exécutions - Technicien de maintenance automatismes et informatique industrielle - F/H (H/F),I1302,Automaticien / Automaticienne,CDI,Contrat à durée indéterminée,Contrat travail,S,Expérience souhaitée,2024-04-04,34000.0,78280,0
4488596,Leader développeur F/H - Informatique de gestion (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-04-04,36647.2,33600,24
4524135,Administrateur Base de Données H/F,M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-04-04,35053.0,92500,0
4694718,Développeur ERP (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-04-07,36647.2,21200,0
4867881,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,MIS,Mission intérimaire - 4 Mois,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-09,26629.285714285714,63000,12
4843676,ADMINISTRATEUR SYSTÈMES ET RÉSEAUX LINUX (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-09,35053.0,75006,36
4838684,Comptable référent transition digitale F/H - Ouest Conseils - Quimper (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-04-09,48482.2,29000,24
4913211,technicien informatique H/F - EC22295,M1810,Technicien / Technicienne informatique,CDD,Contrat à durée déterminée - 36 Mois,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-10,29873.639344262294,91600,12
4875579,Administrateur systèmes et réseaux informatique (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-10,35053.0,75009,36
4892605,Développeur-e logiciel embarqué f/h (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-04-10,48482.2,93120,0
5025765,Ingénieur d'études B T P (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-11,36647.2,34000,12
4999892,ADMINISTRATEUR SYSTÈMES & RÉSEAUX (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-11,35053.0,49220,36
5000327,INGENIEUR APPLICATION AUTOMATISME & MECATRONIQUE (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-11,36647.2,44840,36
4999843,TECHNICIEN SAV / MONTEUR ENGINS TP (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-11,26371.231884057972,69680,36
5156165,Administrateur systèmes et réseaux informatique (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-13,35053.0,94000,36
5176664,Architecte Système MCO - H/F,M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-04-14,47885.51351351351,38520,0
5160955,Chef de projet MOA (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-14,48482.2,94200,36
5291890,TECHNICIENNE / TECHNICIEN SUPPORT INFORMATIQUE ET DÉVELOPPEUR - TEMPS PLEIN H/F,M1807,Opérateur / Opératrice télécom aux armées,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-16,23400.0,77130,36
5317164,Chef de projet (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-16,48482.2,83530,36
5291914,ANALYSTE PROGRAMMEUSE / ANALYSTE PROGRAMMEUR - TEMPS PLEIN H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-16,36647.2,51120,36
5291895,ANALYSTE PROGRAMMEUSE / ANALYSTE PROGRAMMEUR - TEMPS PLEIN H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-16,36647.2,77130,36
5291837,ANALYSTE PROGRAMMEUSE / ANALYSTE PROGRAMMEUR - TEMPS PLEIN H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-16,36647.2,77160,36
5291836,ANALYSTE PROGRAMMEUSE / ANALYSTE PROGRAMMEUR - TEMPS PLEIN H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-16,36647.2,77370,36
5291897,GESTIONNAIRE DE LA CONNAISSANCE - TEMPS PLEIN H/F,M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-16,48482.2,77130,36
5368413,Ingénieur.e expert.e conception optique F/H - CAILabs (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-17,36647.2,35000,36
5367629,Développeur·se Front end F/H - Steeple (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-04-17,36647.2,35000,24
5339480,Ajusteur-monteur local (f/h) (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-04-17,26371.231884057972,33127,0
5483979,Technicien / Technicienne de maintenance de réseaux informatiques (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-18,26371.231884057972,31000,12
5423857,Ingénieur Devops Cloud (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-04-18,36647.2,59000,0
5521082,atsem temps complet H/F - EC22160,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-19,36647.2,78100,12
5607772,Concepteur Développeur Web Informatique Industrielle F/H - ALSTEF Group (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-04-21,36647.2,45000,24
5632361,Concepteur/trice de systèmes d'information (H/F),M1805,Développeur / Développeuse web,CDD,Contrat à durée déterminée - 12 Mois,Contrat apprentissage,D,Débutant accepté,2024-04-21,36647.2,35000,0
5604821,Responsable développement Salesforce H/F,M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-04-21,48482.2,45430,0
173KCBZ,Apprenti(e) BTS Services Informatiques aux Organisations SIO (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDD,CDD - 24 Mois,Contrat apprentissage,D,Débutant accepté,2024-04-22,26371.231884057972,57000,0
5835615,TECHNICIEN DE SUPPORT DE PROXIMITÉ (H/F),I1401,Technicien / Technicienne de maintenance en informatique,MIS,Mission intérimaire - 3 Mois,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-24,26371.231884057972,33000,36
5832901,SUPERVISEUR D'ÉQUIPE PRODUCTION (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-24,29873.639344262294,72110,36
5872775,Technicien / Technicienne de maintenance en informatique (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-04-25,26371.231884057972,12000,0
173RRNJ,Responsable de la sécurité des systèmes d'information (H/F),M1812,Responsable de la Sécurité des Systèmes d'Information (RSSI),CDI,CDI,Contrat travail,E,5 An(s),2024-04-26,40000.0,67600,60
5909221,Responsable exploitation informatique (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-26,48482.2,33700,36
5945771,RESPONSABLE APPLICATIF (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-26,48482.2,95700,36
5895611,Administrateur systèmes réseaux (H/F),M1801,Administration de systèmes d'information,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-26,35053.0,41310,12
5897080,Chef de projet cybersécurité (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-26,48482.2,31000,12
5994225,Administrateur systèmes et réseaux informatique (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-27,35053.0,49220,36
6063231,Responsable SI (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 6 An(s),2024-04-27,48482.2,33700,72
6046924,LE GAULOIS - Expert / Experte système et réseaux (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),2024-04-27,47885.51351351351,72300,60
6109367,"Ingénieur-e linux, unix et open source f/h (H/F)",M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-04-28,47885.51351351351,95610,0
6069645,Administrateur linux (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-28,35053.0,14000,36
6104873,Ingénieur-e développement logiciel c++ windows - expérimenté-e f/h (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-04-28,48482.2,91940,0
6225042,Technicien / Technicienne informatique (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-30,29873.639344262294,91320,12
6197818,INGENIEUR INFORMATIQUE INDUSTRIELLE  -SIEMENS (H/F),H1206,Ingénieur / Ingénieure R&D en industrie,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-04-30,46000.0,38240,36
6225903,Ingénieur d'études B T P (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-04-30,36647.2,13240,12
6287313,intégrateur application responsable données H/F - EC21438,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-05-01,36647.2,94200,36
173XVFK,Technicien Support IT Franco-Portugais (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,CDI,Contrat travail,E,3 An(s),2024-05-02,26371.231884057972,69760,36
173XVBX,Technicien Support IT Franco-Espagnol (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,CDI,Contrat travail,E,3 An(s),2024-05-02,26371.231884057972,69760,36
6364094,Technicien / Technicienne de maintenance de réseaux informatiques (H/F),I1401,Technicien / Technicienne de maintenance en informatique,MIS,Mission intérimaire - 6 Mois,Contrat travail,E,Expérience exigée de 1 An(s),2024-05-02,26371.231884057972,31000,12
6359788,Assistant / Assistante chef de projet informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-05-02,36647.2,75009,36
6348212,Ingénieur cloud devops f/h (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-05-02,47885.51351351351,33000,0
6375270,CHEF.FE DE PROJET SUPPORT INFORMATIQUE - H/F,H1101,Technicien / Technicienne support technique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-05-03,34860.0,93500,0
6467682,Chef de projet (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-05-04,48482.2,89210,36
6426304,Administrateur Réseau St Denis GHT Plaine de France H/F,M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),2024-05-04,30000.0,93200,60
6451687,"Administrateur réseau F/H - Système, réseaux, données (H/F)",M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-05-04,35053.0,56000,24
174BXPZ,Administrateur (trice) Système - Réseau (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,CDI,Contrat travail,E,3 An(s),2024-05-06,35053.0,63800,36
6572125,DÉVELOPPEUR .NET - H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-05-06,36647.2,21000,0
174FLWL,Technicien Support Applicatif IT (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,CDI,Contrat travail,D,Débutant accepté,2024-05-07,26371.231884057972,69009,0
6632924,Technicien / Technicienne de maintenance de réseaux informatiques (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-05-07,26371.231884057972,33700,12
6661346,Analyste soc build - use case factory  (h/f),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-05-07,36647.2,31000,0
6646659,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,MIS,Mission intérimaire - 6 Mois,Contrat travail,D,Débutant accepté,2024-05-07,26629.285714285714,85590,0
6628707,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,MIS,Mission intérimaire - 6 Mois,Contrat travail,D,Débutant accepté,2024-05-07,26629.285714285714,85140,0
6661588,Ingénieur électronique numérique et logiciel embarqué (f/h)) (h/f),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-05-07,48482.2,95000,0
6689842,TECHNICIEN SUPPORT ERP SAGE X3 (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-05-08,26371.231884057972,31000,0
